Date,Company,Product,Category,Region,Quantity,Sales,Revenue
2025-12-13,Dell,Printer,Office Hardware,South,10,1800,1800.0
2025-12-13,Samsung,Graphics Card,Components,West,10,6500,6500.0
2025-12-14,Acer,Printer,Office Hardware,North,13,2340,2340.0
2025-12-14,Lenovo,Desktop PC,Computers,North,4,2800,2800.0
2025-12-14,Intel,Desktop PC,Computers,North,4,2800,2800.0
2025-12-15,HP,Mouse,Accessories,South,7,210,199.5
2025-12-15,Samsung,Keyboard,Accessories,South,10,550,467.5
2025-12-16,AMD,Desktop PC,Computers,East,11,7700,7700.0
2025-12-16,Lenovo,Monitor,Displays,South,11,2750,2612.5
2025-12-16,ASUS,Tablet,Mobile Hardware,West,9,3600,3420.0
2025-12-17,Acer,SSD,Storage,East,9,1080,1080.0
2025-12-17,AMD,Printer,Office Hardware,East,5,900,855.0
2025-12-18,Acer,Mouse,Accessories,West,10,300,300.0
2025-12-18,Apple,Laptop,Computers,West,1,850,850.0
2025-12-18,Lenovo,SSD,Storage,West,1,120,108.0
2025-12-19,Apple,Monitor,Displays,East,6,1500,1500.0
2025-12-19,Dell,Printer,Office Hardware,East,2,360,306.0
2025-12-20,Apple,Monitor,Displays,East,8,2000,2000.0
2025-12-20,Dell,Tablet,Mobile Hardware,West,13,5200,4940.0
2025-12-20,Dell,Tablet,Mobile Hardware,West,9,3600,3600.0
2025-12-21,AMD,Graphics Card,Components,North,13,8450,8450.0
2025-12-21,Acer,Mouse,Accessories,South,4,120,120.0
2025-12-22,ASUS,SSD,Storage,North,5,600,570.0
2025-12-22,Apple,Processor,Components,West,11,3850,3465.0
2025-12-22,Lenovo,Processor,Components,East,8,2800,2520.0
2025-12-23,Dell,SSD,Storage,West,3,360,342.0
2025-12-23,Acer,Laptop,Computers,South,5,4250,3825.0
2025-12-24,HP,Mouse,Accessories,North,3,90,85.5
2025-12-24,Samsung,Monitor,Displays,North,12,3000,2700.0
2025-12-24,AMD,Laptop,Computers,East,10,8500,8075.0
2025-12-25,ASUS,Keyboard,Accessories,North,3,165,156.75
2025-12-25,MSI,SSD,Storage,North,3,360,324.0
2025-12-26,AMD,Monitor,Displays,West,13,3250,3250.0
2025-12-26,HP,Processor,Components,North,12,4200,3780.0
2025-12-26,Samsung,Desktop PC,Computers,North,7,4900,4655.0
2025-12-27,HP,Graphics Card,Components,North,7,4550,4550.0
2025-12-27,Apple,Processor,Components,East,7,2450,2450.0
2025-12-28,Dell,Mouse,Accessories,East,10,300,300.0
2025-12-28,ASUS,Tablet,Mobile Hardware,West,8,3200,3040.0
2025-12-29,Intel,Desktop PC,Computers,North,5,3500,3150.0
2025-12-29,Dell,Graphics Card,Components,East,5,3250,3250.0
2025-12-29,Intel,Graphics Card,Components,East,14,9100,8190.0
2025-12-30,Samsung,Keyboard,Accessories,West,4,220,198.0
2025-12-30,Acer,Keyboard,Accessories,South,7,385,385.0
2025-12-31,MSI,Printer,Office Hardware,North,10,1800,1620.0
2025-12-31,Lenovo,Processor,Components,East,4,1400,1190.0
2025-12-31,Dell,Processor,Components,West,2,700,630.0
2026-01-01,ASUS,Processor,Components,West,4,1400,1260.0
2026-01-01,HP,Printer,Office Hardware,West,13,2340,1989.0
2026-01-02,ASUS,Laptop,Computers,East,13,11050,10497.5
2026-01-02,Samsung,Graphics Card,Components,North,8,5200,5200.0
2026-01-02,Intel,Desktop PC,Computers,South,9,6300,5670.0
2026-01-03,HP,Mouse,Accessories,North,3,90,85.5
2026-01-03,Lenovo,Graphics Card,Components,West,7,4550,4322.5
2026-01-04,Lenovo,Keyboard,Accessories,West,14,770,770.0
2026-01-04,Dell,Monitor,Displays,South,12,3000,2700.0
2026-01-04,Samsung,Tablet,Mobile Hardware,North,14,5600,5600.0
2026-01-05,Acer,Printer,Office Hardware,West,9,1620,1377.0
2026-01-05,Samsung,SSD,Storage,West,11,1320,1320.0
2026-01-06,Intel,Monitor,Displays,North,4,1000,1000.0
2026-01-06,ASUS,Mouse,Accessories,West,10,300,300.0
2026-01-06,Lenovo,Processor,Components,North,3,1050,1050.0
2026-01-07,ASUS,Keyboard,Accessories,West,5,275,261.25
2026-01-07,ASUS,Keyboard,Accessories,North,1,55,46.75
2026-01-08,ASUS,Keyboard,Accessories,South,3,165,148.5
2026-01-08,Lenovo,Processor,Components,West,8,2800,2800.0
2026-01-08,AMD,SSD,Storage,South,11,1320,1320.0
2026-01-09,Apple,Printer,Office Hardware,West,8,1440,1296.0
2026-01-09,Intel,Monitor,Displays,West,13,3250,2762.5
2026-01-10,AMD,Processor,Components,East,4,1400,1330.0
2026-01-10,Intel,Mouse,Accessories,North,2,60,57.0
2026-01-10,HP,Printer,Office Hardware,South,13,2340,2340.0
2026-01-11,Samsung,Mouse,Accessories,South,8,240,216.0
2026-01-11,Samsung,Printer,Office Hardware,South,8,1440,1368.0
2026-01-12,MSI,SSD,Storage,North,10,1200,1200.0
2026-01-12,Samsung,Tablet,Mobile Hardware,East,4,1600,1600.0
2026-01-12,Lenovo,Mouse,Accessories,South,3,90,81.0
2026-01-13,Acer,Processor,Components,North,2,700,700.0
2026-01-13,Dell,Printer,Office Hardware,West,9,1620,1620.0
2026-01-14,MSI,Keyboard,Accessories,South,1,55,52.25
2026-01-14,Dell,Graphics Card,Components,South,7,4550,4550.0
2026-01-15,Intel,Keyboard,Accessories,East,5,275,275.0
2026-01-15,Dell,Laptop,Computers,South,8,6800,6120.0
2026-01-15,Dell,Tablet,Mobile Hardware,South,4,1600,1440.0
2026-01-16,MSI,Tablet,Mobile Hardware,West,7,2800,2520.0
2026-01-16,HP,Keyboard,Accessories,North,13,715,643.5
2026-01-17,ASUS,Monitor,Displays,North,5,1250,1187.5
2026-01-17,Samsung,SSD,Storage,East,14,1680,1512.0
2026-01-17,Samsung,Mouse,Accessories,West,5,150,150.0
2026-01-18,Lenovo,Processor,Components,North,14,4900,4655.0
2026-01-18,MSI,Tablet,Mobile Hardware,West,9,3600,3060.0
2026-01-19,Lenovo,Keyboard,Accessories,North,9,495,495.0
2026-01-19,Acer,Keyboard,Accessories,West,13,715,715.0
2026-01-19,Acer,SSD,Storage,East,9,1080,1026.0
2026-01-20,Lenovo,SSD,Storage,South,12,1440,1440.0
2026-01-20,MSI,Desktop PC,Computers,East,6,4200,4200.0
2026-01-21,Lenovo,Desktop PC,Computers,North,6,4200,3780.0
2026-01-21,Samsung,Monitor,Displays,East,5,1250,1062.5
2026-01-21,AMD,Monitor,Displays,South,9,2250,2250.0
2026-01-22,Apple,Laptop,Computers,East,10,8500,8500.0
2026-01-22,Dell,Monitor,Displays,North,8,2000,2000.0
2026-01-23,Apple,Printer,Office Hardware,North,7,1260,1134.0
2026-01-23,MSI,SSD,Storage,East,7,840,798.0
2026-01-23,Apple,Processor,Components,South,6,2100,2100.0
2026-01-24,Acer,Printer,Office Hardware,East,5,900,855.0
2026-01-24,Intel,Mouse,Accessories,South,13,390,390.0
2026-01-25,Dell,Keyboard,Accessories,West,4,220,209.0
2026-01-25,ASUS,Monitor,Displays,South,3,750,675.0
2026-01-25,MSI,Keyboard,Accessories,West,3,165,156.75
2026-01-26,Dell,Tablet,Mobile Hardware,East,6,2400,2280.0
2026-01-26,Apple,Laptop,Computers,South,4,3400,3400.0
2026-01-27,Acer,Tablet,Mobile Hardware,West,12,4800,4320.0
2026-01-27,HP,Laptop,Computers,West,12,10200,9690.0
2026-01-27,AMD,Desktop PC,Computers,West,6,4200,4200.0
2026-01-28,ASUS,Keyboard,Accessories,North,3,165,156.75
2026-01-28,AMD,Laptop,Computers,East,4,3400,3400.0
2026-01-29,Dell,Graphics Card,Components,West,9,5850,5265.0
2026-01-29,Acer,Printer,Office Hardware,South,5,900,900.0
2026-01-30,Acer,Laptop,Computers,West,13,11050,9392.5
2026-01-30,Apple,Laptop,Computers,North,7,5950,5950.0
2026-01-30,Samsung,Printer,Office Hardware,East,10,1800,1620.0
2026-01-31,Apple,Keyboard,Accessories,North,2,110,104.5
2026-01-31,Samsung,Keyboard,Accessories,North,14,770,693.0
2026-02-01,Samsung,Printer,Office Hardware,North,14,2520,2520.0
2026-02-01,ASUS,Tablet,Mobile Hardware,South,5,2000,1900.0
2026-02-01,Apple,Graphics Card,Components,East,9,5850,5265.0
2026-02-02,HP,Processor,Components,East,11,3850,3850.0
2026-02-02,Lenovo,Mouse,Accessories,South,3,90,90.0
2026-02-03,Lenovo,Graphics Card,Components,East,14,9100,8645.0
2026-02-03,Apple,Keyboard,Accessories,North,9,495,470.25
2026-02-03,Apple,Processor,Components,East,14,4900,4900.0
2026-02-04,AMD,Desktop PC,Computers,South,11,7700,7700.0
2026-02-04,ASUS,Monitor,Displays,North,6,1500,1500.0
2026-02-05,Apple,Laptop,Computers,South,4,3400,3060.0
2026-02-05,AMD,Printer,Office Hardware,West,7,1260,1197.0
2026-02-05,Samsung,Printer,Office Hardware,North,8,1440,1296.0
2026-02-06,Acer,Laptop,Computers,North,6,5100,4335.0
2026-02-06,Acer,Monitor,Displays,East,5,1250,1187.5
2026-02-07,Samsung,Mouse,Accessories,North,6,180,180.0
2026-02-07,MSI,Monitor,Displays,South,5,1250,1250.0
2026-02-07,AMD,Processor,Components,East,8,2800,2800.0
2026-02-08,AMD,Monitor,Displays,West,1,250,212.5
2026-02-08,Samsung,Processor,Components,South,11,3850,3657.5
2026-02-09,HP,Monitor,Displays,West,7,1750,1750.0
2026-02-09,Intel,Mouse,Accessories,West,10,300,300.0
2026-02-09,Dell,Mouse,Accessories,West,10,300,285.0
2026-02-10,Samsung,Keyboard,Accessories,North,11,605,574.75
2026-02-10,Apple,Laptop,Computers,South,2,1700,1700.0
2026-02-11,Apple,Mouse,Accessories,South,14,420,357.0
2026-02-11,ASUS,Processor,Components,North,9,3150,2992.5
2026-02-11,Samsung,Mouse,Accessories,East,1,30,30.0
2026-02-12,ASUS,Keyboard,Accessories,West,11,605,544.5
2026-02-12,Samsung,Printer,Office Hardware,South,10,1800,1800.0
2026-02-13,AMD,Processor,Components,North,6,2100,1785.0
2026-02-13,Dell,Keyboard,Accessories,West,9,495,420.75
2026-02-13,AMD,Tablet,Mobile Hardware,East,1,400,360.0
2026-02-14,Intel,Tablet,Mobile Hardware,East,4,1600,1440.0
2026-02-14,Acer,Desktop PC,Computers,West,4,2800,2800.0
2026-02-15,Lenovo,Monitor,Displays,East,9,2250,1912.5
2026-02-15,Samsung,Laptop,Computers,South,11,9350,8882.5
2026-02-16,Intel,SSD,Storage,South,5,600,540.0
2026-02-16,Acer,Graphics Card,Components,South,5,3250,2762.5
2026-02-16,MSI,Keyboard,Accessories,East,6,330,280.5
2026-02-17,Dell,Printer,Office Hardware,South,1,180,162.0
2026-02-17,ASUS,Graphics Card,Components,North,1,650,650.0
2026-02-18,ASUS,Printer,Office Hardware,South,9,1620,1377.0
2026-02-18,AMD,Graphics Card,Components,South,3,1950,1852.5
2026-02-18,Apple,Keyboard,Accessories,East,4,220,187.0
2026-02-19,Acer,SSD,Storage,South,1,120,114.0
2026-02-19,MSI,Graphics Card,Components,West,9,5850,5850.0
2026-02-20,Intel,Keyboard,Accessories,North,8,440,440.0
2026-02-20,Dell,Mouse,Accessories,East,2,60,57.0
2026-02-20,Acer,SSD,Storage,North,8,960,864.0
2026-02-21,MSI,Processor,Components,West,7,2450,2450.0
2026-02-21,Lenovo,Printer,Office Hardware,East,11,1980,1881.0
2026-02-22,Samsung,Tablet,Mobile Hardware,East,6,2400,2400.0
2026-02-22,ASUS,Monitor,Displays,South,1,250,225.0
2026-02-22,Intel,Tablet,Mobile Hardware,North,7,2800,2660.0
2026-02-23,ASUS,SSD,Storage,West,10,1200,1200.0
2026-02-23,Intel,Processor,Components,West,7,2450,2450.0
2026-02-24,AMD,Printer,Office Hardware,East,13,2340,2340.0
2026-02-24,Apple,Processor,Components,South,14,4900,4655.0
2026-02-24,Intel,Graphics Card,Components,East,9,5850,5850.0
2026-02-25,ASUS,Printer,Office Hardware,East,1,180,180.0
2026-02-25,AMD,Graphics Card,Components,East,2,1300,1105.0
2026-02-26,Intel,Keyboard,Accessories,East,11,605,544.5
2026-02-26,Lenovo,SSD,Storage,West,9,1080,1026.0
2026-02-26,Apple,Keyboard,Accessories,West,13,715,607.75
2026-02-27,Intel,Desktop PC,Computers,East,9,6300,6300.0
2026-02-27,AMD,Processor,Components,East,13,4550,4322.5
2026-02-28,Acer,Graphics Card,Components,South,6,3900,3705.0
2026-02-28,HP,Mouse,Accessories,East,6,180,171.0
2026-02-28,MSI,Keyboard,Accessories,West,4,220,220.0
2026-03-01,HP,Desktop PC,Computers,North,4,2800,2660.0
2026-03-01,HP,Laptop,Computers,West,5,4250,4250.0
2026-03-02,Dell,Tablet,Mobile Hardware,South,3,1200,1080.0
2026-03-02,Lenovo,Printer,Office Hardware,West,1,180,180.0
2026-03-02,Acer,Desktop PC,Computers,North,1,700,700.0
2026-03-03,Samsung,SSD,Storage,East,12,1440,1440.0
2026-03-03,Intel,Keyboard,Accessories,North,13,715,715.0
2026-03-04,MSI,SSD,Storage,East,7,840,798.0
2026-03-04,Apple,Tablet,Mobile Hardware,East,1,400,400.0
2026-03-05,Acer,Mouse,Accessories,West,1,30,27.0
2026-03-05,ASUS,Processor,Components,West,3,1050,1050.0
2026-03-05,Samsung,Processor,Components,West,10,3500,3500.0
2026-03-06,Dell,SSD,Storage,South,4,480,456.0
2026-03-06,Dell,Graphics Card,Components,West,4,2600,2600.0
2026-03-07,Acer,Mouse,Accessories,South,2,60,57.0
2026-03-07,AMD,Processor,Components,West,1,350,332.5
2026-03-07,HP,Mouse,Accessories,East,3,90,90.0
2026-03-08,ASUS,Desktop PC,Computers,South,11,7700,7700.0
2026-03-08,Dell,Mouse,Accessories,North,4,120,120.0
2026-03-09,MSI,Monitor,Displays,South,3,750,750.0
2026-03-09,Dell,Tablet,Mobile Hardware,South,8,3200,3200.0
2026-03-09,Apple,Processor,Components,North,14,4900,4900.0
2026-03-10,Intel,Mouse,Accessories,South,10,300,300.0
2026-03-10,Dell,SSD,Storage,East,1,120,114.0
2026-03-11,Apple,Laptop,Computers,West,14,11900,11305.0
2026-03-11,Acer,Monitor,Displays,North,2,500,475.0
2026-03-11,Acer,Monitor,Displays,West,13,3250,3250.0
2026-03-12,Samsung,Graphics Card,Components,East,7,4550,4550.0
2026-03-12,Dell,Mouse,Accessories,North,4,120,108.0
2026-03-13,MSI,Graphics Card,Components,West,8,5200,4940.0
2026-03-13,Dell,Graphics Card,Components,West,11,7150,6435.0
2026-03-13,MSI,Laptop,Computers,East,13,11050,11050.0
2026-03-14,Lenovo,Desktop PC,Computers,West,3,2100,1995.0
2026-03-14,Samsung,Mouse,Accessories,East,6,180,171.0
2026-03-15,Lenovo,Keyboard,Accessories,South,9,495,495.0
2026-03-15,Dell,Processor,Components,East,1,350,332.5
2026-03-15,Samsung,Graphics Card,Components,South,1,650,617.5
2026-03-16,Lenovo,Tablet,Mobile Hardware,North,8,3200,3200.0
2026-03-16,HP,Printer,Office Hardware,West,3,540,540.0
2026-03-17,Dell,Tablet,Mobile Hardware,East,5,2000,1800.0
2026-03-17,Lenovo,Laptop,Computers,East,1,850,722.5
2026-03-17,HP,Laptop,Computers,West,5,4250,4250.0
2026-03-18,HP,SSD,Storage,West,11,1320,1320.0
2026-03-18,Acer,Desktop PC,Computers,North,6,4200,4200.0
2026-03-19,Dell,Processor,Components,North,8,2800,2660.0
2026-03-19,HP,Graphics Card,Components,East,13,8450,8450.0
2026-03-20,Acer,Tablet,Mobile Hardware,North,14,5600,4760.0
2026-03-20,Lenovo,Printer,Office Hardware,South,3,540,540.0
2026-03-20,Apple,Laptop,Computers,North,3,2550,2550.0
2026-03-21,Dell,Laptop,Computers,North,12,10200,9690.0
2026-03-21,Samsung,Desktop PC,Computers,East,11,7700,6930.0
2026-03-22,MSI,Printer,Office Hardware,South,11,1980,1881.0
2026-03-22,MSI,Printer,Office Hardware,North,10,1800,1800.0
2026-03-22,Lenovo,Desktop PC,Computers,South,9,6300,5355.0
2026-03-23,AMD,Laptop,Computers,South,4,3400,3400.0
2026-03-23,AMD,Processor,Components,South,4,1400,1260.0
2026-03-24,Lenovo,Mouse,Accessories,West,12,360,360.0
2026-03-24,HP,Mouse,Accessories,West,7,210,189.0
2026-03-24,Dell,Desktop PC,Computers,West,2,1400,1330.0
2026-03-25,MSI,Printer,Office Hardware,West,8,1440,1440.0
2026-03-25,MSI,Graphics Card,Components,East,6,3900,3510.0
2026-03-26,HP,Desktop PC,Computers,North,3,2100,2100.0
2026-03-26,MSI,Processor,Components,West,9,3150,3150.0
2026-03-26,Samsung,Desktop PC,Computers,East,5,3500,3325.0
2026-03-27,Dell,Monitor,Displays,North,8,2000,2000.0
2026-03-27,Intel,Tablet,Mobile Hardware,West,7,2800,2660.0
2026-03-28,MSI,Printer,Office Hardware,North,14,2520,2520.0
2026-03-28,Lenovo,SSD,Storage,West,8,960,960.0
2026-03-28,Samsung,SSD,Storage,East,7,840,840.0
2026-03-29,MSI,Printer,Office Hardware,South,3,540,540.0
2026-03-29,Samsung,Processor,Components,South,2,700,665.0
2026-03-30,Acer,Monitor,Displays,North,7,1750,1575.0
2026-03-30,Intel,Monitor,Displays,East,3,750,637.5
2026-03-30,ASUS,Laptop,Computers,South,3,2550,2295.0
2026-03-31,Lenovo,Tablet,Mobile Hardware,West,2,800,800.0
2026-03-31,Lenovo,Mouse,Accessories,South,4,120,120.0
2026-04-01,Dell,Keyboard,Accessories,North,8,440,440.0
2026-04-01,Samsung,Processor,Components,North,12,4200,4200.0
2026-04-01,HP,Keyboard,Accessories,East,1,55,52.25
2026-04-02,Lenovo,Keyboard,Accessories,North,1,55,55.0
2026-04-02,Samsung,Printer,Office Hardware,South,12,2160,2160.0
2026-04-03,Samsung,SSD,Storage,South,14,1680,1428.0
2026-04-03,Apple,SSD,Storage,South,5,600,570.0
2026-04-03,Apple,Mouse,Accessories,South,11,330,330.0
2026-04-04,ASUS,Printer,Office Hardware,East,5,900,900.0
2026-04-04,Acer,Keyboard,Accessories,West,11,605,605.0
2026-04-05,ASUS,Graphics Card,Components,West,12,7800,7020.0
2026-04-05,MSI,SSD,Storage,East,1,120,120.0
2026-04-06,HP,Processor,Components,North,6,2100,2100.0
2026-04-06,MSI,Processor,Components,West,1,350,350.0
2026-04-06,AMD,Laptop,Computers,North,5,4250,4037.5
2026-04-07,MSI,Desktop PC,Computers,West,9,6300,6300.0
2026-04-07,Dell,Graphics Card,Components,North,12,7800,7020.0
2026-04-08,MSI,SSD,Storage,East,14,1680,1512.0
2026-04-08,ASUS,Monitor,Displays,South,5,1250,1125.0
2026-04-08,Lenovo,SSD,Storage,North,6,720,720.0
2026-04-09,Lenovo,Laptop,Computers,South,8,6800,6120.0
2026-04-09,Apple,Processor,Components,North,11,3850,3657.5
2026-04-10,HP,Keyboard,Accessories,North,1,55,55.0
2026-04-10,HP,Monitor,Displays,North,14,3500,3325.0
2026-04-10,Dell,Printer,Office Hardware,North,2,360,360.0
2026-04-11,ASUS,Tablet,Mobile Hardware,North,9,3600,3600.0
2026-04-11,Apple,Keyboard,Accessories,South,3,165,148.5
2026-04-12,AMD,Tablet,Mobile Hardware,North,6,2400,2400.0
2026-04-12,HP,Graphics Card,Components,South,5,3250,3087.5
2026-04-12,Lenovo,Desktop PC,Computers,East,11,7700,7700.0
2026-04-13,MSI,Monitor,Displays,West,2,500,450.0
2026-04-13,MSI,Mouse,Accessories,North,14,420,357.0
2026-04-14,Apple,Monitor,Displays,West,7,1750,1575.0
2026-04-14,ASUS,SSD,Storage,South,4,480,480.0
2026-04-14,ASUS,Processor,Components,East,1,350,350.0
2026-04-15,Acer,SSD,Storage,East,13,1560,1482.0
2026-04-15,Intel,SSD,Storage,East,4,480,480.0
2026-04-16,HP,Graphics Card,Components,West,6,3900,3900.0
2026-04-16,ASUS,Keyboard,Accessories,South,7,385,365.75
2026-04-16,Lenovo,Mouse,Accessories,North,7,210,199.5
2026-04-17,Apple,Mouse,Accessories,North,14,420,357.0
2026-04-17,AMD,SSD,Storage,South,7,840,840.0
2026-04-18,Acer,Tablet,Mobile Hardware,West,3,1200,1200.0
2026-04-18,Samsung,Graphics Card,Components,North,6,3900,3900.0
2026-04-18,Dell,SSD,Storage,South,13,1560,1326.0
2026-04-19,AMD,Desktop PC,Computers,North,8,5600,5040.0
2026-04-19,Samsung,Processor,Components,East,4,1400,1260.0
2026-04-20,MSI,Keyboard,Accessories,North,13,715,607.75
2026-04-20,Dell,Printer,Office Hardware,West,8,1440,1368.0
2026-04-20,HP,Desktop PC,Computers,South,2,1400,1330.0
2026-04-21,Lenovo,Tablet,Mobile Hardware,West,10,4000,4000.0
2026-04-21,Dell,Monitor,Displays,South,9,2250,2137.5
2026-04-22,Intel,Monitor,Displays,East,9,2250,2137.5
2026-04-22,Samsung,Desktop PC,Computers,South,8,5600,5320.0
2026-04-23,HP,SSD,Storage,North,10,1200,1020.0
2026-04-23,Intel,Printer,Office Hardware,North,14,2520,2142.0
2026-04-23,MSI,Laptop,Computers,East,13,11050,9945.0
2026-04-24,Intel,Laptop,Computers,South,10,8500,7650.0
2026-04-24,Acer,Tablet,Mobile Hardware,East,1,400,380.0
2026-04-25,Acer,SSD,Storage,North,2,240,240.0
2026-04-25,Apple,Mouse,Accessories,West,6,180,180.0
2026-04-25,AMD,Mouse,Accessories,East,10,300,285.0
2026-04-26,AMD,Keyboard,Accessories,West,5,275,247.5
2026-04-26,HP,Printer,Office Hardware,West,12,2160,2160.0
2026-04-27,MSI,Printer,Office Hardware,South,14,2520,2142.0
2026-04-27,ASUS,Monitor,Displays,East,9,2250,2250.0
2026-04-27,Acer,Graphics Card,Components,West,5,3250,3250.0
2026-04-28,HP,Tablet,Mobile Hardware,West,2,800,760.0
2026-04-28,ASUS,Laptop,Computers,South,10,8500,8500.0
2026-04-29,AMD,Tablet,Mobile Hardware,South,4,1600,1600.0
2026-04-29,Apple,Mouse,Accessories,North,9,270,270.0
2026-04-29,Intel,Mouse,Accessories,West,1,30,27.0
2026-04-30,Acer,Desktop PC,Computers,North,11,7700,7700.0
2026-04-30,HP,Keyboard,Accessories,West,1,55,52.25
2026-05-01,Dell,Printer,Office Hardware,North,12,2160,2052.0
2026-05-01,ASUS,Processor,Components,South,7,2450,2450.0
2026-05-01,Intel,Tablet,Mobile Hardware,East,11,4400,3740.0
2026-05-02,Acer,Mouse,Accessories,South,3,90,90.0
2026-05-02,AMD,Graphics Card,Components,North,10,6500,5525.0
2026-05-03,MSI,Monitor,Displays,North,2,500,475.0
2026-05-03,ASUS,Laptop,Computers,East,9,7650,6502.5
2026-05-03,AMD,Keyboard,Accessories,West,3,165,165.0
2026-05-04,Acer,Graphics Card,Components,North,2,1300,1235.0
2026-05-04,ASUS,Keyboard,Accessories,North,12,660,660.0
2026-05-05,Intel,Desktop PC,Computers,North,8,5600,5600.0
2026-05-05,Acer,Processor,Components,East,10,3500,3325.0
2026-05-05,Samsung,Mouse,Accessories,South,6,180,180.0
2026-05-06,HP,Monitor,Displays,North,6,1500,1425.0
2026-05-06,Intel,Graphics Card,Components,East,10,6500,6500.0
2026-05-07,ASUS,Keyboard,Accessories,North,11,605,605.0
2026-05-07,MSI,Printer,Office Hardware,West,7,1260,1134.0
2026-05-07,AMD,Desktop PC,Computers,East,7,4900,4900.0
2026-05-08,Dell,Printer,Office Hardware,North,11,1980,1881.0
2026-05-08,AMD,Monitor,Displays,East,13,3250,3087.5
2026-05-09,ASUS,Graphics Card,Components,North,6,3900,3510.0
2026-05-09,AMD,Desktop PC,Computers,South,4,2800,2800.0
2026-05-10,HP,Graphics Card,Components,North,11,7150,6792.5
2026-05-10,Acer,Mouse,Accessories,East,9,270,229.5
2026-05-10,Dell,SSD,Storage,West,6,720,648.0
2026-05-11,Lenovo,Desktop PC,Computers,West,4,2800,2660.0
2026-05-11,ASUS,Printer,Office Hardware,West,12,2160,2052.0
2026-05-12,Apple,Monitor,Displays,North,3,750,675.0
2026-05-12,Lenovo,Processor,Components,South,4,1400,1330.0
2026-05-12,AMD,Mouse,Accessories,North,3,90,90.0
2026-05-13,ASUS,SSD,Storage,West,2,240,240.0
2026-05-13,Samsung,Processor,Components,East,14,4900,4410.0
2026-05-14,Apple,Laptop,Computers,West,5,4250,4250.0
2026-05-14,Dell,Mouse,Accessories,East,2,60,54.0
2026-05-14,MSI,Monitor,Displays,South,6,1500,1500.0
2026-05-15,Samsung,Keyboard,Accessories,East,3,165,156.75
2026-05-15,Lenovo,Desktop PC,Computers,North,6,4200,4200.0
2026-05-16,Acer,Graphics Card,Components,North,11,7150,7150.0
2026-05-16,HP,Monitor,Displays,North,10,2500,2125.0
2026-05-16,MSI,Desktop PC,Computers,East,9,6300,5670.0
2026-05-17,Samsung,Processor,Components,North,1,350,332.5
2026-05-17,Acer,Graphics Card,Components,North,6,3900,3705.0
2026-05-18,Acer,Tablet,Mobile Hardware,North,9,3600,3420.0
2026-05-18,ASUS,Printer,Office Hardware,South,11,1980,1881.0
2026-05-18,Samsung,Laptop,Computers,East,4,3400,3230.0
2026-05-19,Dell,Mouse,Accessories,East,11,330,330.0
2026-05-19,AMD,Monitor,Displays,West,12,3000,2850.0
2026-05-20,Apple,Laptop,Computers,East,2,1700,1530.0
2026-05-20,Apple,Keyboard,Accessories,South,13,715,607.75
2026-05-20,Lenovo,Desktop PC,Computers,East,4,2800,2800.0
2026-05-21,Lenovo,Desktop PC,Computers,South,1,700,630.0
2026-05-21,Apple,Monitor,Displays,South,3,750,712.5
2026-05-22,Dell,SSD,Storage,East,10,1200,1200.0
2026-05-22,HP,SSD,Storage,West,9,1080,1080.0
2026-05-22,Intel,Tablet,Mobile Hardware,North,10,4000,4000.0
2026-05-23,AMD,Printer,Office Hardware,North,5,900,900.0
2026-05-23,HP,Graphics Card,Components,East,11,7150,7150.0
2026-05-24,ASUS,Keyboard,Accessories,East,6,330,297.0
2026-05-24,Intel,Laptop,Computers,South,3,2550,2295.0
2026-05-25,Intel,SSD,Storage,East,5,600,570.0
2026-05-25,Samsung,Tablet,Mobile Hardware,South,11,4400,3740.0
2026-05-25,Dell,Tablet,Mobile Hardware,West,8,3200,3200.0
2026-05-26,Dell,Monitor,Displays,East,6,1500,1500.0
2026-05-26,Intel,Keyboard,Accessories,North,4,220,209.0
2026-05-27,Samsung,Processor,Components,North,2,700,700.0
2026-05-27,AMD,Graphics Card,Components,East,14,9100,9100.0
2026-05-27,Intel,Printer,Office Hardware,South,9,1620,1620.0
2026-05-28,MSI,Mouse,Accessories,North,13,390,390.0
2026-05-28,Lenovo,Monitor,Displays,South,12,3000,2700.0
2026-05-29,Lenovo,Graphics Card,Components,East,1,650,650.0
2026-05-29,HP,Mouse,Accessories,East,1,30,28.5
2026-05-29,ASUS,Mouse,Accessories,North,13,390,390.0
2026-05-30,Lenovo,Keyboard,Accessories,East,4,220,209.0
2026-05-30,Acer,Keyboard,Accessories,West,7,385,385.0
2026-05-31,HP,Laptop,Computers,West,1,850,765.0
2026-05-31,Lenovo,Tablet,Mobile Hardware,North,9,3600,3600.0
2026-05-31,ASUS,Graphics Card,Components,West,4,2600,2600.0
2026-06-01,Dell,Monitor,Displays,South,3,750,712.5
2026-06-01,Dell,Desktop PC,Computers,North,1,700,700.0
2026-06-02,AMD,Monitor,Displays,North,10,2500,2500.0
2026-06-02,Intel,Laptop,Computers,South,4,3400,3400.0
2026-06-02,MSI,Printer,Office Hardware,West,9,1620,1377.0
2026-06-03,Dell,Tablet,Mobile Hardware,West,13,5200,5200.0
2026-06-03,Samsung,Desktop PC,Computers,West,14,9800,9310.0
2026-06-04,Lenovo,SSD,Storage,North,10,1200,1200.0
2026-06-04,Samsung,Printer,Office Hardware,North,6,1080,1080.0
